description,industry,level,size,line_code,value
Who provided equity finance: friends or family of individual(s),total,0,total,D1202,666
Who provided equity finance: employees,total,0,6–19 employees,D1203,69
Who provided equity finance: employees,total,0,20–49 employees,D1203,27
Who provided equity finance: employees,total,0,50–99 employees,D1203,18
Who provided equity finance: employees,total,0,100+ employees,D1203,21
Who provided equity finance: employees,"Agriculture, forestry, & fishing",1,total,D1203,0
Who provided equity finance: employees,Agriculture,2,total,D1203,0
Who provided equity finance: employees,Commercial fishing,2,total,D1203,0
Who provided equity finance: employees,Forestry & logging,2,total,D1203,0
Who provided equity finance: employees,"Agriculture, forestry, & fishing support services",2,total,D1203,0
Who provided equity finance: employees,Mining,1,total,D1203,0
Who provided equity finance: employees,Manufacturing,1,total,D1203,18
Who provided equity finance: employees,"Food, beverage, & tobacco",2,total,D1203,6
Who provided equity finance: employees,"Textile, clothing, footwear, & leather",2,total,D1203,0
Who provided equity finance: employees,Wood & paper product,2,total,D1203,0
Who provided equity finance: employees,"Printing, publishing, & recorded media",2,total,D1203,0
Who provided equity finance: employees,"Petroleum, coal, chemical, & associated product",2,total,D1203,0
Who provided equity finance: employees,Non-metallic mineral product,2,total,D1203,3
Who provided equity finance: employees,Metal product,2,total,D1203,0
Who provided equity finance: employees,Transport and industrial machinery & equipment,2,total,D1203,0
Who provided equity finance: employees,Other machinery & equipment,2,total,D1203,6
Who provided equity finance: employees,Other manufacturing,2,total,D1203,3
Who provided equity finance: employees,"Electricity, gas, water, & waste services",1,total,D1203,0
Who provided equity finance: employees,Construction,1,total,D1203,6
Who provided equity finance: employees,Wholesale trade,1,total,D1203,3
Who provided equity finance: employees,Machinery & equipment wholesaling,2,total,D1203,0
Who provided equity finance: employees,Other wholesale trade,2,total,D1203,0
Who provided equity finance: employees,Retail trade,1,total,D1203,0
Who provided equity finance: employees,Accommodation & food services,1,total,D1203,6
Who provided equity finance: employees,"Transport, postal, & warehousing",1,total,D1203,21
Who provided equity finance: employees,Information media & telecommunications,1,total,D1203,3
Who provided equity finance: employees,Publishing,2,total,D1203,0
Who provided equity finance: employees,Motion picture,2,total,D1203,0
Who provided equity finance: employees,Telecommunications,2,total,D1203,0
Who provided equity finance: employees,Financial & insurance services,1,total,D1203,6
Who provided equity finance: employees,Finance,2,total,D1203,0
Who provided equity finance: employees,Insurance,2,total,D1203,0
Who provided equity finance: employees,Auxiliary,2,total,D1203,9
Who provided equity finance: employees,"Rental, hiring, & real estate services",1,total,D1203,0
Who provided equity finance: employees,"Professional, scientific, & technical services",1,total,D1203,57
Who provided equity finance: employees,Computer systems design,2,total,D1203,12
Who provided equity finance: employees,Other professional scientific,2,total,D1203,45
Who provided equity finance: employees,Administrative & support services,1,total,D1203,0
Who provided equity finance: employees,Education & training,1,total,D1203,3
Who provided equity finance: employees,Health care & social assistance,1,total,D1203,3
Who provided equity finance: employees,Arts & recreation services,1,total,D1203,0
Who provided equity finance: employees,Other services,1,total,D1203,3
Who provided equity finance: employees,total,0,total,D1203,135
Who provided equity finance: other individual(s),total,0,6–19 employees,D1204,183
Who provided equity finance: other individual(s),total,0,20–49 employees,D1204,42
Who provided equity finance: other individual(s),total,0,50–99 employees,D1204,18
Who provided equity finance: other individual(s),total,0,100+ employees,D1204,9
Who provided equity finance: other individual(s),"Agriculture, forestry, & fishing",1,total,D1204,33
Who provided equity finance: other individual(s),Agriculture,2,total,D1204,24
Who provided equity finance: other individual(s),Commercial fishing,2,total,D1204,0
Who provided equity finance: other individual(s),Forestry & logging,2,total,D1204,0
Who provided equity finance: other individual(s),"Agriculture, forestry, & fishing support services",2,total,D1204,9
Who provided equity finance: other individual(s),Mining,1,total,D1204,3
Who provided equity finance: other individual(s),Manufacturing,1,total,D1204,21
Who provided equity finance: other individual(s),"Food, beverage, & tobacco",2,total,D1204,6
Who provided equity finance: other individual(s),"Textile, clothing, footwear, & leather",2,total,D1204,3
Who provided equity finance: other individual(s),Wood & paper product,2,total,D1204,0
Who provided equity finance: other individual(s),"Printing, publishing, & recorded media",2,total,D1204,3
Who provided equity finance: other individual(s),"Petroleum, coal, chemical, & associated product",2,total,D1204,0
Who provided equity finance: other individual(s),Non-metallic mineral product,2,total,D1204,6
Who provided equity finance: other individual(s),Metal product,2,total,D1204,0
Who provided equity finance: other individual(s),Transport and industrial machinery & equipment,2,total,D1204,0
Who provided equity finance: other individual(s),Other machinery & equipment,2,total,D1204,3
Who provided equity finance: other individual(s),Other manufacturing,2,total,D1204,0
Who provided equity finance: other individual(s),"Electricity, gas, water, & waste services",1,total,D1204,3
Who provided equity finance: other individual(s),Construction,1,total,D1204,51
Who provided equity finance: other individual(s),Wholesale trade,1,total,D1204,48
Who provided equity finance: other individual(s),Machinery & equipment wholesaling,2,total,D1204,0
Who provided equity finance: other individual(s),Other wholesale trade,2,total,D1204,45
Who provided equity finance: other individual(s),Retail trade,1,total,D1204,0
Who provided equity finance: other individual(s),Accommodation & food services,1,total,D1204,3
Who provided equity finance: other individual(s),"Transport, postal, & warehousing",1,total,D1204,18
Who provided equity finance: other individual(s),Information media & telecommunications,1,total,D1204,3
Who provided equity finance: other individual(s),Publishing,2,total,D1204,3
Who provided equity finance: other individual(s),Motion picture,2,total,D1204,0
Who provided equity finance: other individual(s),Telecommunications,2,total,D1204,0
Who provided equity finance: other individual(s),Financial & insurance services,1,total,D1204,0
Who provided equity finance: other individual(s),Finance,2,total,D1204,3
Who provided equity finance: other individual(s),Insurance,2,total,D1204,0
Who provided equity finance: other individual(s),Auxiliary,2,total,D1204,0
Who provided equity finance: other individual(s),"Rental, hiring, & real estate services",1,total,D1204,12
Who provided equity finance: other individual(s),"Professional, scientific, & technical services",1,total,D1204,27
